1,985
2,508
3,321
4,264
5,212
6,194
7,221
8,208
9,206
10,244
11,204
12,217
13,239
14,220
15,219
16,232
17,228
18,209
19,242
20,243
21,246
22,243
23,232
24,240
25,226
26,230
27,231
28,236
29,219
30,206
31,236
32,238
33,244
34,240
35,224
36,273
37,238
38,255
39,216
40,208
41,229
42,235
43,216
44,240
45,207
46,220
47,214
48,233
49,219
50,208
51,249
52,202
53,239
54,214
55,229
56,239
57,214
58,218
59,248
60,246
61,225
62,218
63,257
64,233
65,216
66,221
67,249
68,245
69,232
70,218
71,215
72,244
73,237
74,207
75,213
76,242
77,238
78,255
79,243
80,246
81,232
82,214
83,214
84,265
85,266
86,231
87,227
88,222
89,240
90,216
91,266
92,256
93,258
94,250
95,247
96,241
97,239
98,237
99,227
100,221
