1,984
2,504
3,320
4,276
5,208
6,185
7,219
8,208
9,228
10,236
11,201
12,211
13,240
14,242
15,233
16,216
17,228
18,222
19,249
20,250
21,228
22,217
23,214
24,220
25,221
26,221
27,219
28,220
29,216
30,220
31,229
32,231
33,213
34,233
35,233
36,224
37,222
38,211
39,236
40,212
41,203
42,232
43,206
44,223
45,218
46,199
47,209
48,231
49,230
50,207
51,223
52,215
53,243
54,226
55,194
56,235
57,224
58,223
59,211
60,232
61,213
62,224
63,236
64,207
65,232
66,215
67,223
68,239
69,218
70,223
71,215
72,249
73,221
74,235
75,228
