1,981
2,503
3,322
4,257
5,211
6,186
7,215
8,209
9,187
10,231
11,207
12,210
13,235
14,228
15,218
16,227
17,239
18,212
19,218
20,216
21,230
22,214
23,219
24,241
25,211
26,206
27,213
28,243
29,202
30,217
31,217
32,217
33,206
34,215
35,231
36,226
37,224
38,215
39,205
40,218
41,207
42,207
43,217
44,210
45,200
46,238
47,212
48,226
49,222
50,207
51,213
52,217
53,228
54,214
55,202
56,229
57,209
58,200
59,225
60,213
61,223
62,256
63,243
64,256
65,217
66,218
67,261
68,211
69,201
70,244
71,214
72,215
73,244
74,221
75,215
76,217
77,278
78,236
79,212
80,214
81,222
82,215
83,241
84,220
85,240
86,242
87,238
88,247
89,221
90,227
91,286
92,255
93,261
94,262
95,211
96,232
97,232
98,225
99,227
100,224
101,277
102,263
103,263
104,250
105,239
106,276
107,232
108,236
109,244
110,247
111,250
112,257
113,270
114,296
115,292
116,251
117,260
118,275
119,267
120,247
121,234
122,242
123,241
124,246
125,239
126,299
127,307
128,281
129,274
130,302
131,285
132,275
133,320
134,457
135,291
136,282
137,237
138,251
139,262
140,250
141,224
142,250
143,343
144,327
145,308
146,319
147,283
148,340
149,294
150,294
151,294
152,267
153,285
154,292
155,281
156,246
157,274
158,261
159,266
160,271
161,235
162,242
163,245
164,249
165,256
166,240
167,339
168,326
169,355
170,328
171,316
172,337
173,321
174,337
175,325
176,271
177,318
178,270
179,289
180,265
181,309
182,282
183,304
184,296
185,257
186,276
187,266
188,258
189,283
190,296
191,261
192,257
193,259
194,268
195,267
196,269
197,259
198,257
199,272
200,247
