1,972
2,491
3,333
4,245
5,208
6,198
7,235
8,199
9,204
10,217
11,210
12,209
13,215
14,250
15,226
16,214
17,225
18,223
19,218
20,230
21,212
22,225
23,205
24,224
25,229
26,223
27,210
28,216
29,221
30,225
31,218
32,214
33,233
34,218
35,234
36,239
37,233
38,219
39,221
40,216
41,205
42,214
43,214
44,210
45,197
46,228
47,224
48,250
49,206
50,213
51,218
52,208
53,218
54,229
55,207
56,235
57,241
58,249
59,225
60,212
61,218
62,217
63,251
64,248
65,230
66,207
67,266
68,245
69,232
70,218
71,213
72,251
73,244
74,229
75,213
76,224
77,252
78,239
79,227
80,206
81,215
82,213
83,230
84,268
85,248
86,246
87,240
88,235
89,225
90,225
91,284
92,249
93,257
94,261
95,232
96,219
97,234
98,228
99,235
100,235
101,250
102,276
103,275
104,266
105,255
106,260
107,219
108,228
109,223
110,228
111,232
112,268
113,308
114,277
115,256
116,240
117,258
118,249
119,257
120,247
121,244
122,250
123,218
124,230
125,228
126,311
127,301
128,252
129,283
130,278
131,276
132,290
133,286
134,253
135,249
136,263
137,240
138,267
139,216
140,268
141,415
142,256
143,332
144,308
145,315
146,339
147,307
148,304
149,288
150,299
