1,990
2,499
3,325
4,249
5,220
6,197
7,208
8,195
9,214
10,227
11,222
12,217
13,234
14,239
15,235
16,223
17,245
18,241
19,231
20,235
21,247
22,411
23,239
24,247
25,227
26,234
27,229
28,219
29,224
30,227
31,229
32,227
33,225
34,224
35,233
36,235
37,222
38,225
39,223
40,213
41,205
42,224
43,210
44,222
45,196
46,216
47,217
48,230
49,203
50,223
51,215
52,200
53,266
54,240
55,240
56,247
57,207
58,228
59,255
60,237
61,208
62,215
63,250
64,225
65,229
66,211
67,240
68,231
69,248
70,218
71,230
72,238
73,205
74,228
75,227
76,224
77,280
78,281
79,252
80,207
81,226
82,230
83,247
84,260
85,256
86,255
87,255
88,212
89,237
90,223
91,284
92,268
93,242
94,243
95,231
96,252
97,233
98,229
99,224
100,221
101,292
102,277
103,254
104,245
105,261
106,233
107,272
108,230
109,230
110,234
111,250
112,283
113,314
114,291
115,275
116,277
117,269
118,229
119,259
120,264
121,238
122,248
123,228
124,237
125,234
126,327
127,290
128,311
129,299
130,285
131,272
132,277
133,265
134,278
135,269
136,275
137,259
138,254
139,266
140,248
141,251
142,271
143,338
144,333
145,319
146,318
147,332
148,290
149,307
150,276
151,263
152,310
153,312
154,290
155,255
156,296
157,238
158,291
159,260
160,250
161,249
162,262
163,270
164,255
165,247
166,252
167,375
168,362
169,317
170,349
171,348
172,317
173,324
174,360
175,314
176,317
177,331
178,287
179,307
180,302
181,285
182,315
183,291
184,300
185,297
186,292
187,258
188,262
189,284
190,254
191,288
192,265
193,260
194,266
195,261
196,253
197,263
198,258
199,274
200,255
201,409
202,346
203,394
204,374
205,346
206,382
207,404
208,370
209,357
210,367
211,394
212,362
213,373
214,360
215,359
216,354
217,346
218,371
219,378
220,335
221,333
222,337
223,303
224,319
225,309
226,298
227,320
228,315
229,313
230,316
231,304
232,296
233,319
234,295
235,322
236,282
237,286
238,275
239,290
240,274
241,280
242,305
243,271
244,264
245,266
246,276
247,284
248,256
249,262
250,275
