1,36
2,29
3,21
4,10
5,10
6,10
7,10
8,10
9,10
10,9
11,9
12,10
13,12
14,12
15,11
16,12
17,12
18,11
19,12
20,11
21,11
22,12
23,13
24,13
25,12
26,12
27,12
28,12
29,13
30,13
31,14
32,13
33,12
34,14
35,14
36,13
37,13
38,12
39,12
40,12
41,11
42,11
43,11
44,11
45,12
46,13
47,13
48,13
49,12
50,14
51,14
52,14
53,14
54,13
55,12
56,13
57,13
58,12
59,12
60,12
61,12
62,13
63,15
64,14
65,14
66,14
67,15
68,14
69,14
70,13
71,14
72,14
73,13
74,13
75,12
76,14
77,15
78,15
79,15
80,15
81,16
82,16
83,16
84,14
85,14
86,15
87,18
88,16
89,15
90,15
91,18
92,15
93,19
94,16
95,16
96,16
97,17
98,19
99,18
100,19
101,18
102,17
103,16
104,15
105,18
106,21
107,20
108,27
109,22
110,18
111,19
112,22
113,24
114,20
115,19
116,22
117,20
118,19
119,19
120,18
121,19
122,18
123,17
124,17
125,17
